,COUNT(session),COUNT(transaction),NUM_UNIQUE(transaction.artist),NUM_UNIQUE(transaction.page),NUM_UNIQUE(transaction.song),MEAN(transaction.length),SUM(transaction.length),MAX(transaction.itemInSession),MAX(transaction.length),MIN(transaction.length),WEEKDAY(first_session_time),WEEKDAY(registrationDate),MEAN(session.COUNT(transaction)),MEAN(session.MAX(transaction.itemInSession)),MEAN(session.MAX(transaction.length)),MEAN(session.MEAN(transaction.length)),MEAN(session.MIN(transaction.length)),MEAN(session.NUM_UNIQUE(transaction.artist)),MEAN(session.NUM_UNIQUE(transaction.page)),MEAN(session.NUM_UNIQUE(transaction.song)),MEAN(session.SUM(transaction.length)),SUM(session.MAX(transaction.itemInSession)),SUM(session.MAX(transaction.length)),SUM(session.MEAN(transaction.length)),SUM(session.MIN(transaction.length)),SUM(session.NUM_UNIQUE(transaction.artist)),MAX(session.COUNT(transaction)),MAX(session.NUM_UNIQUE(transaction.artist)),MAX(session.NUM_UNIQUE(transaction.page)),MAX(session.NUM_UNIQUE(transaction.song)),MAX(session.SUM(transaction.length)),MIN(session.COUNT(transaction)),MIN(session.MAX(transaction.itemInSession)),MIN(session.MAX(transaction.length)),MIN(session.MEAN(transaction.length)),MIN(session.NUM_UNIQUE(transaction.artist)),MIN(session.NUM_UNIQUE(transaction.page)),MIN(session.NUM_UNIQUE(transaction.song)),MIN(session.SUM(transaction.length)),COUNT(transaction WHERE page = Thumbs Down),COUNT(transaction WHERE page = NextSong),COUNT(transaction WHERE page = Error),COUNT(transaction WHERE page = Submit Downgrade),COUNT(transaction WHERE page = Add Friend),COUNT(transaction WHERE page = Home),COUNT(transaction WHERE page = Help),COUNT(transaction WHERE page = About),COUNT(transaction WHERE page = Settings),COUNT(transaction WHERE page = Downgrade),COUNT(transaction WHERE page = Add to Playlist),COUNT(transaction WHERE page = Submit Upgrade),COUNT(transaction WHERE page = Cancellation Confirmation),COUNT(transaction WHERE page = Save Settings),COUNT(transaction WHERE page = Logout),COUNT(transaction WHERE page = Thumbs Up),COUNT(transaction WHERE page = Roll Advert),COUNT(transaction WHERE page = Upgrade),is_cancel,gender_F,gender_M,MODE(session.userAgent)_Linux,MODE(session.userAgent)_Macintosh,MODE(session.userAgent)_Windows,MODE(session.userAgent)_iPad,MODE(session.userAgent)_iPhone,MODE(transaction.page)_About,MODE(transaction.page)_Add Friend,MODE(transaction.page)_Add to Playlist,MODE(transaction.page)_Cancel,MODE(transaction.page)_Help,MODE(transaction.page)_Home,MODE(transaction.page)_Logout,MODE(transaction.page)_NextSong,MODE(transaction.page)_Settings,MODE(session.MODE(transaction.page))_About,MODE(session.MODE(transaction.page))_Add Friend,MODE(session.MODE(transaction.page))_Add to Playlist,MODE(session.MODE(transaction.page))_Cancel,MODE(session.MODE(transaction.page))_Help,MODE(session.MODE(transaction.page))_Home,MODE(session.MODE(transaction.page))_Logout,MODE(session.MODE(transaction.page))_NextSong,MODE(session.MODE(transaction.page))_Settings,positive_transaction_count,negative_transaction_count,neutral_transaction_count
1609,3,167,128,8,132,197.82322706586828,33036.47892,158,660.03546,0.0,6,5,55.666666666666664,54.666666666666664,363.4587433333333,133.14649596885295,0.0,44.0,4.0,44.666666666666664,11012.15964,164,1090.3762299999999,399.43948790655884,0.0,132,159,125,8,127,31633.05262,1,0,0.0,0.0,1,1,1,0.0,0.0,132.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,14.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16.0,0.0,18.0
1610,6,896,600,16,682,200.56015850446425,179701.90201999998,490,2069.96853,0.0,6,6,149.33333333333334,152.0,703.0504316666667,170.88668354972856,0.0,111.16666666666667,7.5,117.5,29950.31700333333,912,4218.30259,1025.3201012983714,0.0,667,477,352,13,378,98319.83402999995,2,1,224.60036,112.30018,2,2,2,224.60036,10.0,724.0,2.0,0.0,24.0,34.0,7.0,1.0,5.0,4.0,20.0,1.0,0.0,1.0,10.0,37.0,14.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,83.0,16.0,54.0
1611,2,584,415,15,462,197.863802328767,115552.46055999993,536,815.5424,0.0,6,2,292.0,305.0,643.1342400000001,203.2442218904947,0.0,216.0,11.5,233.0,57776.23028000001,610,1286.2684800000002,406.4884437809894,0.0,432,514,374,15,408,100829.97865000002,70,74,470.72608,196.16727363813234,58,8,58,14722.481909999999,5.0,482.0,0.0,1.0,10.0,22.0,3.0,1.0,6.0,7.0,11.0,1.0,0.0,0.0,11.0,19.0,3.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,42.0,12.0,32.0
1612,6,190,143,12,147,192.1085385263158,36500.62232,66,534.33424,0.0,6,0,31.666666666666668,31.666666666666668,425.538595,185.42767147630147,0.0,25.333333333333332,5.333333333333333,25.5,6083.437053333334,190,2553.23157,1112.5660288578088,0.0,152,65,54,8,54,13578.398819999997,5,4,348.57751,164.461442,4,2,4,822.30721,2.0,147.0,2.0,0.0,1.0,9.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,15.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.0,4.0,25.0
1613,6,135,107,7,109,212.14023874074076,28638.932230000002,61,2136.24118,0.0,6,0,22.5,22.0,576.927045,140.01067809893064,0.0,18.833333333333332,3.1666666666666665,19.0,4773.155371666667,132,3461.5622700000004,840.0640685935839,0.0,113,62,49,5,50,14317.01289,1,0,0.0,0.0,1,1,1,0.0,0.0,108.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,8.0,10.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.0,1.0,14.0
1614,2,40,29,6,29,162.64327450000005,6505.730980000002,34,407.19628,0.0,6,6,20.0,20.0,335.85587,147.8315071861472,0.0,15.0,4.5,15.0,3252.865490000001,40,671.71174,295.6630143722944,0.0,30,33,25,6,25,5630.421770000002,7,6,264.51546,125.04417285714285,5,3,5,875.30921,1.0,28.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0,1.0,8.0
1615,4,162,116,12,123,193.14453148148152,31289.414100000005,76,1400.2673,0.0,6,1,40.5,40.5,690.3570975,204.86794661672343,54.5174375,30.75,5.75,31.25,7822.353525,162,2761.42839,819.4717864668937,218.06975,123,77,54,10,56,13897.144050000004,2,1,241.05751,180.48239025974033,2,1,2,459.12726,0.0,122.0,1.0,0.0,4.0,11.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,1.0,1.0,8.0,4.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18.0,1.0,18.0
1616,4,443,344,10,369,212.76058548532745,94252.93937000007,219,655.77751,0.0,6,6,110.75,113.0,495.6077125,214.81237282713144,0.0,90.25,6.5,94.5,23563.23484250001,452,1982.43085,859.2494913085258,0.0,361,212,168,10,176,44286.79378000002,6,5,360.25424,207.2718208333333,6,2,6,1352.0434500000001,6.0,384.0,0.0,0.0,3.0,17.0,3.0,0.0,2.0,4.0,6.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21.0,10.0,19.0
1617,11,403,276,13,304,192.187955483871,77451.74606000002,94,1242.46159,0.0,6,1,36.63636363636363,36.81818181818182,555.6644072727272,174.59967629799215,0.0,28.363636363636363,5.545454545454546,28.90909090909091,7041.067823636364,405,6112.308479999999,1920.5964392779138,0.0,312,90,73,9,74,18017.403200000008,5,6,307.09506,93.0741209090909,3,3,3,694.64725,3.0,308.0,0.0,0.0,9.0,20.0,3.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,6.0,13.0,32.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,28.0,3.0,54.0
1618,3,109,82,8,83,188.31783128440364,20526.643609999996,58,489.50812,0.0,6,0,36.333333333333336,36.0,384.47845666666666,166.3045444405458,0.0,28.333333333333332,4.666666666666667,28.333333333333332,6842.214536666666,108,1153.43537,498.91363332163746,0.0,85,57,43,6,43,10489.71157,7,6,251.27138,108.75869,5,3,5,761.31083,3.0,82.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,11.0,3.0,12.0
1619,5,371,262,14,283,196.0504569811321,72734.71954,133,676.23138,0.0,6,2,74.2,76.0,488.81848599999995,186.80706075884692,0.0,56.0,6.8,58.4,14546.943908000001,380,2444.0924299999997,934.0353037942346,0.0,280,130,100,10,105,26258.081360000007,5,6,283.50649,154.843156,4,3,4,774.21578,1.0,289.0,0.0,0.0,8.0,20.0,1.0,0.0,5.0,1.0,5.0,1.0,0.0,2.0,5.0,19.0,13.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33.0,2.0,38.0
1620,6,318,242,12,257,200.40933012578623,63730.166980000016,156,655.77751,0.0,6,2,53.0,53.666666666666664,379.4847183333333,162.1628105600688,0.0,42.666666666666664,5.0,44.0,10621.694496666665,322,2276.90831,972.9768633604128,0.0,256,157,121,10,128,33786.821079999994,3,3,235.72853,78.57617666666667,2,3,2,235.72853,1.0,262.0,0.0,0.0,7.0,18.0,3.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,5.0,6.0,6.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,21.0,1.0,25.0
1621,7,172,122,10,130,186.0324948837209,31997.589119999993,68,511.92118,0.0,6,0,24.571428571428573,26.285714285714285,436.91616285714287,184.74823913265504,0.0,19.142857142857142,4.285714285714286,19.857142857142858,4571.084159999999,184,3058.41314,1293.2376739285853,0.0,134,66,49,8,54,12863.845349999994,8,7,394.00444,134.5187511111111,6,2,6,1210.66876,1.0,132.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,10.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12.0,1.0,22.0
1622,7,89,57,9,58,161.835026741573,14403.317379999995,22,509.36118,0.0,6,2,12.714285714285714,13.142857142857142,369.18438714285713,155.77154171922,0.0,9.142857142857142,4.571428571428571,9.285714285714286,2057.616768571429,92,2584.2907099999998,1090.40079203454,0.0,64,19,14,6,15,3802.66467,6,5,261.74649,111.34671333333334,4,3,4,668.08028,1.0,58.0,0.0,0.0,2.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,5.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.0,1.0,18.0
1623,3,142,108,14,113,190.9216289436619,27110.871309999988,92,500.16608,0.0,6,0,47.333333333333336,48.333333333333336,391.8275733333333,191.37990431690312,0.0,38.333333333333336,6.666666666666667,38.666666666666664,9036.957103333334,145,1175.48272,574.1397129507094,0.0,115,87,67,11,68,16389.76889,18,17,303.01995,186.93186722222222,16,4,16,3364.77361,1.0,113.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9.0,6.0,9.0
1624,5,285,204,15,211,193.22548494736841,55069.26321,113,1485.97506,0.0,6,3,57.0,58.0,884.1817519999998,188.7753912210158,0.0,43.6,8.2,43.6,11013.852642000002,290,4420.908759999999,943.8769561050791,0.0,218,114,92,14,92,23296.74106,3,2,289.61914,177.08378000000002,3,2,3,531.25134,3.0,217.0,0.0,0.0,2.0,12.0,3.0,1.0,0.0,1.0,7.0,1.0,1.0,0.0,4.0,10.0,19.0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22.0,5.0,32.0
1625,10,712,476,12,550,205.62805828651685,146407.1775,193,1592.00608,0.0,6,5,71.2,71.1,580.1870670000001,166.61622006552008,0.0,57.8,5.0,58.9,14640.71775,711,5801.87067,1666.1622006552009,0.0,578,194,160,8,164,41143.01608000001,1,0,0.0,0.0,1,1,1,0.0,8.0,590.0,0.0,0.0,16.0,23.0,2.0,1.0,4.0,3.0,17.0,0.0,0.0,1.0,4.0,43.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,76.0,11.0,28.0
1626,1,82,61,10,65,231.7312540243902,19001.962829999997,83,2520.99873,0.0,6,4,82.0,83.0,2520.99873,231.7312540243902,0.0,61.0,10.0,65.0,19001.962829999997,83,2520.99873,231.7312540243902,0.0,61,82,61,10,65,19001.962829999997,82,83,2520.99873,231.7312540243902,61,10,65,19001.962829999997,1.0,64.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.0,2.0,8.0
1627,2,24,18,5,18,176.66362416666666,4239.92698,18,493.94893,0.0,6,3,12.0,11.0,426.461585,154.33473305263158,0.0,9.5,3.5,9.5,2119.96349,22,852.92317,308.66946610526315,0.0,19,19,16,4,16,3659.64381,5,4,358.97424,116.056634,3,3,3,580.28317,0.0,17.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,0.0,5.0
1628,1,7,6,2,6,154.7714542857143,1083.40018,6,311.30077,0.0,6,5,7.0,6.0,311.30077,154.7714542857143,0.0,6.0,2.0,6.0,1083.40018,6,311.30077,154.7714542857143,0.0,6,7,6,2,6,1083.40018,7,6,311.30077,154.7714542857143,6,2,6,1083.40018,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0,0.0,0.0
1629,2,40,31,6,31,170.0672515,6802.69006,38,377.25995,0.0,6,3,20.0,19.0,188.629975,87.21397512820512,0.0,16.0,3.5,16.0,3401.34503,38,377.25995,174.42795025641024,0.0,32,39,31,6,31,6802.69006,1,0,0.0,0.0,1,1,1,0.0,0.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,0.0,7.0
1630,16,750,466,17,542,195.91495760000012,146936.2182000001,189,2520.99873,0.0,6,1,46.875,48.3125,761.12771,182.92278942327613,0.0,35.25,6.3125,36.1875,9183.513637499998,773,12178.04336,2926.764630772418,0.0,564,184,146,13,153,38879.95626999999,7,6,228.0224,85.34447100000001,5,2,5,853.4447100000001,15.0,570.0,1.0,1.0,11.0,46.0,5.0,2.0,5.0,5.0,13.0,1.0,0.0,1.0,17.0,26.0,27.0,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,54.0,21.0,80.0
1631,3,32,25,5,25,174.2290478125,5575.32953,19,655.77751,0.0,6,2,10.666666666666666,10.666666666666666,406.09914,162.42298308333338,0.0,9.0,3.3333333333333335,9.0,1858.443176666667,32,1218.2974199999999,487.2689492500001,0.0,27,20,17,4,17,3540.2637600000007,4,6,267.31057,111.74508,3,3,3,446.98032,2.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,2.0,2.0
1632,4,163,125,11,127,191.50476294478528,31215.27636,86,967.36608,0.0,6,0,40.75,40.75,365.5246725,97.0985129628483,0.0,32.5,5.25,32.75,7803.819090000001,163,1462.09869,388.3940518513932,0.0,130,85,67,10,68,16030.323959999998,1,0,0.0,0.0,1,1,1,0.0,2.0,127.0,0.0,0.0,3.0,10.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,5.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15.0,2.0,17.0
1633,3,336,246,11,269,208.23862648809532,69968.17850000002,164,2297.39057,0.0,6,3,112.0,113.33333333333333,1166.87193,206.72327263942714,0.0,88.0,6.666666666666667,90.33333333333333,23322.72616666667,340,3500.61579,620.1698179182814,0.0,264,162,132,11,136,35453.195519999994,13,12,547.44771,197.95800583850937,10,3,11,2643.74404,2.0,269.0,0.0,0.0,8.0,11.0,1.0,1.0,2.0,3.0,9.0,0.0,0.0,0.0,3.0,27.0,0.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,44.0,5.0,14.0
1634,2,57,48,4,49,210.66892000000004,12008.128440000002,31,467.27791,0.0,6,1,28.5,27.5,457.35138,211.60753464375,0.0,24.5,3.5,25.0,6004.06422,55,914.70276,423.2150692875,0.0,49,32,27,4,27,6526.864949999999,25,24,447.42485,203.96452968749998,22,3,23,5481.26349,0.0,48.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.0,0.0,3.0
1635,4,131,96,10,100,185.06743053435105,24243.83339999999,60,445.90975,0.0,6,6,32.75,33.5,388.73424,182.39965336302507,0.0,26.0,5.25,26.25,6060.95835,134,1554.93696,729.5986134521003,0.0,104,59,48,7,49,11527.397,6,5,302.05342,159.78811349999998,6,2,6,1155.47202,1.0,101.0,0.0,0.0,4.0,5.0,2.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16.0,1.0,8.0
1636,6,409,275,11,290,184.5639708312959,75486.66407000003,178,2069.96853,0.0,6,3,68.16666666666667,70.83333333333333,818.5726083333333,179.30616389888678,0.0,49.666666666666664,6.333333333333333,50.166666666666664,12581.110678333333,425,4911.435649999999,1075.8369833933207,0.0,298,174,122,11,125,32320.70082,17,18,391.26159,131.4020154054054,13,3,13,2993.2353699999994,0.0,296.0,0.0,0.0,8.0,21.0,3.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,10.0,31.0,25.0,5.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,52.0,0.0,48.0
1637,8,269,208,15,218,207.04965576208184,55696.357400000015,117,1052.62975,0.0,6,5,33.625,33.375,511.6305675,220.9743796541997,45.43009,28.0,4.25,28.25,6962.044675,267,4093.04454,1767.7950372335977,363.44072,224,116,89,13,90,22334.758039999993,3,2,264.38485,187.1979357894737,3,1,3,661.837,1.0,220.0,1.0,1.0,1.0,10.0,1.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,2.0,18.0,3.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23.0,4.0,16.0
1638,2,5,5,2,5,186.425106,932.12553,3,324.15302,0.0,6,2,2.5,1.5,162.07651,116.51569125,84.296915,2.5,1.0,2.5,466.062765,3,324.15302,233.0313825,168.59383,5,4,4,1,4,932.12553,1,0,0.0,0.0,1,1,1,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0
1639,1,37,27,5,27,187.84298243243242,6950.19035,40,644.23138,0.0,0,1,37.0,40.0,644.23138,187.84298243243242,0.0,27.0,5.0,27.0,6950.19035,40,644.23138,187.84298243243242,0.0,27,37,27,5,27,6950.19035,37,40,644.23138,187.84298243243242,27,5,27,6950.19035,0.0,26.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0.0,8.0
1640,3,66,49,11,49,186.18307166666662,12288.082729999996,34,479.76444,0.0,0,1,22.0,22.333333333333332,379.00145000000003,181.90387777933392,0.0,17.0,6.0,17.0,4096.027576666666,67,1137.0043500000002,545.7116333380018,0.0,51,34,26,8,26,6655.910309999999,14,13,316.05506,166.72993928571427,11,5,11,2334.21915,1.0,48.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7.0,1.0,8.0
1641,4,713,485,12,560,208.92341042075745,148962.39163000006,263,694.282,0.0,0,5,178.25,183.5,617.9260800000001,206.4503149685827,0.0,137.25,8.25,146.0,37240.59790750001,734,2471.7043200000003,825.8012598743308,0.0,549,257,199,10,216,55748.86177000001,36,38,465.8673,195.00481230366498,28,5,29,7239.11875,2.0,602.0,0.0,0.0,5.0,29.0,5.0,1.0,6.0,9.0,13.0,0.0,0.0,1.0,11.0,29.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,47.0,11.0,36.0
1642,1,2,2,2,2,119.470795,238.94159,1,238.94159,0.0,0,6,2.0,1.0,238.94159,119.470795,0.0,2.0,2.0,2.0,238.94159,1,238.94159,119.470795,0.0,2,2,2,2,2,238.94159,2,1,238.94159,119.470795,2,2,2,238.94159,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0
1643,4,478,333,17,371,201.86813433054388,96492.96820999998,366,1818.46159,0.0,0,6,119.5,121.0,802.3832199999999,176.06246055785877,0.0,87.0,9.0,94.0,24123.242052499998,484,3209.5328799999997,704.2498422314351,0.0,348,365,265,15,293,76972.79553,13,14,442.43546,137.14864,8,5,8,1782.93232,5.0,378.0,0.0,0.0,7.0,23.0,2.0,2.0,5.0,8.0,10.0,1.0,1.0,1.0,5.0,18.0,10.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36.0,14.0,40.0
1644,6,248,179,10,188,194.43988794354837,48221.092209999995,124,655.77751,0.0,0,0,41.333333333333336,41.666666666666664,388.6537733333333,151.4666060200747,0.0,32.333333333333336,5.5,32.833333333333336,8036.848701666666,250,2331.92264,908.7996361204482,0.0,194,119,96,9,98,24687.23767,1,0,0.0,0.0,1,1,1,0.0,2.0,191.0,0.0,0.0,8.0,9.0,1.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,4.0,9.0,16.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23.0,2.0,27.0
1645,7,226,164,12,170,190.62926884955758,43082.21476000001,118,655.77751,0.0,0,6,32.285714285714285,32.0,403.8974557142857,153.44382102429316,0.0,25.0,4.571428571428571,25.285714285714285,6154.602108571429,224,2827.28219,1074.1067471700521,0.0,175,117,89,9,90,22922.25145,1,0,0.0,0.0,1,1,1,0.0,1.0,171.0,0.0,0.0,2.0,8.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,4.0,11.0,20.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18.0,1.0,30.0
1646,7,126,93,10,94,179.88755277777784,22665.831650000007,31,655.77751,0.0,0,6,18.0,18.0,427.03814714285716,173.79850583541574,0.0,14.428571428571429,4.571428571428571,14.428571428571429,3237.9759500000005,126,2989.26703,1216.5895408479103,0.0,101,30,25,7,25,5662.81358,4,5,273.21424,142.07974562500002,3,3,3,616.64562,1.0,94.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,3.0,8.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.0,1.0,17.0
1647,6,420,302,13,328,194.57170654761913,81720.11675000003,203,714.37016,0.0,0,3,70.0,72.0,514.4898866666666,188.41406227637492,0.0,54.333333333333336,6.666666666666667,56.0,13620.019458333341,432,3086.93932,1130.4843736582495,0.0,326,200,157,10,165,40399.96440000005,14,13,312.86812,170.31990928571432,11,4,11,2384.4787300000003,6.0,333.0,0.0,0.0,11.0,18.0,6.0,0.0,3.0,0.0,15.0,1.0,0.0,1.0,7.0,17.0,1.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,44.0,6.0,22.0
1648,7,768,534,12,620,212.36883338541668,163099.26404,280,2594.87302,0.0,0,0,109.71428571428571,110.85714285714286,905.8327842857143,210.38035975063278,0.0,88.0,6.571428571428571,92.71428571428571,23299.89486285715,776,6340.82949,1472.6625182544294,0.0,616,277,204,12,226,59322.53924000001,3,2,279.37914,171.46745333333334,3,2,3,514.40236,5.0,651.0,0.0,0.0,8.0,32.0,4.0,0.0,7.0,11.0,16.0,0.0,0.0,2.0,7.0,24.0,1.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,48.0,16.0,40.0
1649,1,134,107,10,109,200.19467223880596,26826.08608,139,527.41179,0.0,0,5,134.0,139.0,527.41179,200.19467223880596,0.0,107.0,10.0,109.0,26826.08608,139,527.41179,200.19467223880596,0.0,107,134,107,10,109,26826.08608,134,139,527.41179,200.19467223880596,107,10,109,26826.08608,1.0,109.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,5.0,0.0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.0,2.0,9.0
1650,3,246,179,11,190,194.53118369918718,47854.671190000045,213,1062.97424,0.0,0,4,82.0,83.33333333333333,589.6964166666667,191.54119327532854,0.0,61.666666666666664,6.0,64.33333333333333,15951.557063333346,250,1769.08925,574.6235798259856,0.0,185,209,154,11,162,41007.46802000004,16,15,345.25995,158.5107176190476,15,2,15,3328.7250699999995,1.0,194.0,0.0,0.0,2.0,13.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,13.0,11.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,20.0,1.0,24.0
